Category,Sms,cleaned_text,tokens,filtered_tokens,final_text
scam,Iyo Pesa itume humu kwenye tigo 0698018072 jina lije HOSEA MKUMBUKWA.,iyo pesa itume humu kwenye tigo jina lije hosea mkumbukwa,"['iyo', 'pesa', 'itume', 'humu', 'kwenye', 'tigo', 'jina', 'lije', 'hosea', 'mkumbukwa']","['iyo', 'pesa', 'itume', 'humu', 'tigo', 'jina', 'lije', 'hosea', 'mkumbukwa']",iyo pesa itume humu tigo jina lije hosea mkumbukwa
trust,Hiyo stori uliyoniambia jana bado inanishangaza! Hahaha.,hiyo stori uliyoniambia jana bado inanishangaza hahaha,"['hiyo', 'stori', 'uliyoniambia', 'jana', 'bado', 'inanishangaza', 'hahaha']","['stori', 'uliyoniambia', 'jana', 'bado', 'inanishangaza', 'hahaha']",stori uliyoniambia jana bado inanishangaza hahaha
trust,Tafadhali nijulishe kama una muda kesho.,tafadhali nijulishe kama una muda kesho,"['tafadhali', 'nijulishe', 'kama', 'una', 'muda', 'kesho']","['nijulishe', 'una', 'kesho']",nijulishe una kesho
scam,Habari za asubuhi. Mimi  mwenye nyumba wako hii namba yangu ya Vodacom. Mbona kimya na siku zinazidi kwenda...?,habari za asubuhi mimi mwenye nyumba wako hii namba yangu ya vodacom mbona kimya na siku zinazidi kwenda,"['habari', 'za', 'asubuhi', 'mimi', 'mwenye', 'nyumba', 'wako', 'hii', 'namba', 'yangu', 'ya', 'vodacom', 'mbona', 'kimya', 'na', 'siku', 'zinazidi', 'kwenda']","['habari', 'asubuhi', 'nyumba', 'wako', 'hii', 'namba', 'vodacom', 'mbona', 'kimya', 'siku', 'zinazidi']",habari asubuhi nyumba wako hii namba vodacom mbona kimya siku zinazidi
scam,"Imethibitishwa, namba yako ya 0733822240 imejishindia TSH 1,500,000 kutoka TUZO  POINTI. Piga 0733822240 ili kupokea Pesa yako.",imethibitishwa namba yako ya imejishindia tsh kutoka tuzo pointi piga ili kupokea pesa yako,"['imethibitishwa', 'namba', 'yako', 'ya', 'imejishindia', 'tsh', 'kutoka', 'tuzo', 'pointi', 'piga', 'ili', 'kupokea', 'pesa', 'yako']","['imethibitishwa', 'namba', 'yako', 'imejishindia', 'tsh', 'tuzo', 'pointi', 'piga', 'kupokea', 'pesa', 'yako']",imethibitishwa namba yako imejishindia tsh tuzo pointi piga kupokea pesa yako
scam,Utanitumia kwa hîi vodacom 0783582817 j'ina ni Magomba Maila.,utanitumia kwa hi vodacom jina ni magomba maila,"['utanitumia', 'kwa', 'hi', 'vodacom', 'jina', 'ni', 'magomba', 'maila']","['utanitumia', 'hi', 'vodacom', 'jina', 'magomba', 'maila']",utanitumia hi vodacom jina magomba maila
trust,"Bro, umesikia Bongo Movie Awards mwaka huu wameongeza kipengele cha digital content?",bro umesikia bongo movie awards mwaka huu wameongeza kipengele cha digital content,"['bro', 'umesikia', 'bongo', 'movie', 'awards', 'mwaka', 'huu', 'wameongeza', 'kipengele', 'cha', 'digital', 'content']","['bro', 'umesikia', 'bongo', 'movie', 'awards', 'mwaka', 'huu', 'wameongeza', 'kipengele', 'digital', 'content']",bro umesikia bongo movie awards mwaka huu wameongeza kipengele digital content
scam,Iyo Pesa itume humu kwenye Airtel 0675259049 jina lije JENEROZA ROCK BENEDICTO.,iyo pesa itume humu kwenye airtel jina lije jeneroza rock benedicto,"['iyo', 'pesa', 'itume', 'humu', 'kwenye', 'airtel', 'jina', 'lije', 'jeneroza', 'rock', 'benedicto']","['iyo', 'pesa', 'itume', 'humu', 'airtel', 'jina', 'lije', 'jeneroza', 'rock', 'benedicto']",iyo pesa itume humu airtel jina lije jeneroza rock benedicto
scam,"Mpigie Mzee MARIAM NDUGAI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0675259049",mpigie mzee mariam ndugai kwa tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga,"['mpigie', 'mzee', 'mariam', 'ndugai', 'kwa', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']","['mpigie', 'mzee', 'mariam', 'ndugai', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']",mpigie mzee mariam ndugai tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,"Dear, No need to go out work, just at home to earn 4,000,000TZS a day, please contact us: https://wa.me/2550767274553",dear no need to go out work just at home to earn tzs a day please contact us,"['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']","['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']",dear no need to go out work just at home to earn tzs a day please contact us
scam,"Imethibitishwa, namba yako ya 0657538690 imejishindia TSH 5,000,000 kutoka TUZO  POINTI. Piga 0657538690 ili kupokea hela yako.",imethibitishwa namba yako ya imejishindia tsh kutoka tuzo pointi piga ili kupokea hela yako,"['imethibitishwa', 'namba', 'yako', 'ya', 'imejishindia', 'tsh', 'kutoka', 'tuzo', 'pointi', 'piga', 'ili', 'kupokea', 'hela', 'yako']","['imethibitishwa', 'namba', 'yako', 'imejishindia', 'tsh', 'tuzo', 'pointi', 'piga', 'kupokea', 'hela', 'yako']",imethibitishwa namba yako imejishindia tsh tuzo pointi piga kupokea hela yako
trust,Nitakutembelea wiki ijayo na zawadi ndogo kutoka nyumbani.,nitakutembelea wiki ijayo na zawadi ndogo kutoka nyumbani,"['nitakutembelea', 'wiki', 'ijayo', 'na', 'zawadi', 'ndogo', 'kutoka', 'nyumbani']","['nitakutembelea', 'wiki', 'ijayo', 'zawadi', 'ndogo', 'nyumbani']",nitakutembelea wiki ijayo zawadi ndogo nyumbani
scam,ela tuma kwa namba hii 0788542784 jina RAMATUNGU,ela tuma kwa namba hii jina ramatungu,"['ela', 'tuma', 'kwa', 'namba', 'hii', 'jina', 'ramatungu']","['ela', 'tuma', 'namba', 'hii', 'jina', 'ramatungu']",ela tuma namba hii jina ramatungu
trust,Nitakupigia simu baada ya mkutano wangu.,nitakupigia simu baada ya mkutano wangu,"['nitakupigia', 'simu', 'baada', 'ya', 'mkutano', 'wangu']","['nitakupigia', 'simu', 'mkutano', 'wangu']",nitakupigia simu mkutano wangu
trust,"Nitakutumia picha za tukio la jana, utazipenda.",nitakutumia picha za tukio la jana utazipenda,"['nitakutumia', 'picha', 'za', 'tukio', 'la', 'jana', 'utazipenda']","['nitakutumia', 'picha', 'tukio', 'jana', 'utazipenda']",nitakutumia picha tukio jana utazipenda
scam,TUMIA NAMBA HII (0767274553)KUNITUMIA IYO HELA JINA LITAONYESHA (MARIAM NDUGAI),tumia namba hii kunitumia iyo hela jina litaonyesha mariam ndugai,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'mariam', 'ndugai']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'mariam', 'ndugai']",tumia namba hii kunitumia iyo hela jina litaonyesha mariam ndugai
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.,mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze,"['mjukuu', 'wangu', 'ndagu', 'niliyokukabizi', 'hiyo', 'uwe', 'makini', 'na', 'pesa', 'hizo', 'zinazokuja', 'usiogope', 'ndio', 'mafanikio', 'yako', 'si', 'nilikwambia', 'utafanikiwa', 'kwa', 'mda', 'mfupi', 'sasa', 'umeona', 'mwenyewe', 'na', 'siri', 'hiyo', 'usitowe', 'kwa', 'mtu', 'yoyote', 'utajili', 'huo', 'ni', 'mkubwa', 'sana', 'utaweza', 'kuweka', 'miladi', 'ya', 'kira', 'aina', 'popote', 'pale', 'unipigie', 'nikuelekeze']","['mjukuu', 'wangu', 'ndagu', 'niliyokukabizi', 'uwe', 'makini', 'pesa', 'hizo', 'zinazokuja', 'usiogope', 'ndio', 'mafanikio', 'yako', 'si', 'nilikwambia', 'utafanikiwa', 'mda', 'mfupi', 'umeona', 'mwenyewe', 'siri', 'usitowe', 'mtu', 'yoyote', 'utajili', 'utaweza', 'kuweka', 'miladi', 'kira', 'aina', 'popote', 'pale', 'unipigie', 'nikuelekeze']",mjukuu wangu ndagu niliyokukabizi uwe makini pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa mda mfupi umeona mwenyewe siri usitowe mtu yoyote utajili utaweza kuweka miladi kira aina popote pale unipigie nikuelekeze
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0786543210 AU 0786543210",karibu freemason utimize ndoto katika biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au,"['karibu', 'freemason', 'utimize', 'ndoto', 'katika', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']","['freemason', 'utimize', 'ndoto', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']",freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au
scam,"Mpigie Mzee MARIAM NDUGAI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0767274553",mpigie mzee mariam ndugai kwa tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga,"['mpigie', 'mzee', 'mariam', 'ndugai', 'kwa', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']","['mpigie', 'mzee', 'mariam', 'ndugai', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']",mpigie mzee mariam ndugai tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By PEREGIA FILIPO,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by peregia filiponi grp member,"['xorry', 'nipo', 'xafari', 'nina', 'xhida', 'kwel', 'nakuomba', 'unixaidie', 'sh', 'elfu', 'nitakurefund', 'nikifika', 'plx', 'by', 'peregia', 'filiponi', 'grp', 'member']","['xorry', 'nipo', 'xafari', 'nina', 'xhida', 'kwel', 'nakuomba', 'unixaidie', 'sh', 'elfu', 'nitakurefund', 'nikifika', 'plx', 'by', 'peregia', 'filiponi', 'grp', 'member']",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by peregia filiponi grp member
scam,"Congratulations! Your CV has passed. You can get 2,000,000TZS in a day. for details: wa.me/2550789723456",congratulations your cv has passed you can get tzs in a day for details wame,"['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']","['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']",congratulations your cv has passed you can get tzs in a day for details wame
scam,"halotel PSK4 Imethibitishwa namba yako ya 065 ... imeshinda Tsh4,000,000.00/=million kutoka Tuzo Point ilikupokea ela yako piga 0696530433 Asante",halotel psk imethibitishwa namba yako ya imeshinda tshmillion kutoka tuzo point ilikupokea ela yako piga asante,"['halotel', 'psk', 'imethibitishwa', 'namba', 'yako', 'ya', 'imeshinda', 'tshmillion', 'kutoka', 'tuzo', 'point', 'ilikupokea', 'ela', 'yako', 'piga', 'asante']","['halotel', 'psk', 'imethibitishwa', 'namba', 'yako', 'imeshinda', 'tshmillion', 'tuzo', 'point', 'ilikupokea', 'ela', 'yako', 'piga', 'asante']",halotel psk imethibitishwa namba yako imeshinda tshmillion tuzo point ilikupokea ela yako piga asante
scam,tuma kwenye namba hii ya HaloPesa 0695567435 jina litakuja JUMANNE YASINI MASAKA Ukituma unijulishe,tuma kwenye namba hii ya halopesa jina litakuja jumanne yasini masaka ukituma unijulishe,"['tuma', 'kwenye', 'namba', 'hii', 'ya', 'halopesa', 'jina', 'litakuja', 'jumanne', 'yasini', 'masaka', 'ukituma', 'unijulishe']","['tuma', 'namba', 'hii', 'halopesa', 'jina', 'litakuja', 'jumanne', 'yasini', 'masaka', 'ukituma', 'unijulishe']",tuma namba hii halopesa jina litakuja jumanne yasini masaka ukituma unijulishe
scam,"Mpigie Mzee JUMANNE YASINI MASAKA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0657538690",mpigie mzee jumanne yasini masaka kwa tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga,"['mpigie', 'mzee', 'jumanne', 'yasini', 'masaka', 'kwa', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']","['mpigie', 'mzee', 'jumanne', 'yasini', 'masaka', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']",mpigie mzee jumanne yasini masaka tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
trust,"Yule kipa wa Liverpool ana reflex za ajabu, amewashangaza wote.",yule kipa wa liverpool ana reflex za ajabu amewashangaza wote,"['yule', 'kipa', 'wa', 'liverpool', 'ana', 'reflex', 'za', 'ajabu', 'amewashangaza', 'wote']","['kipa', 'liverpool', 'ana', 'reflex', 'ajabu', 'amewashangaza']",kipa liverpool ana reflex ajabu amewashangaza
trust,Dah! Mpaka Raha yani nimevutiwa sana,dah mpaka raha yani nimevutiwa sana,"['dah', 'mpaka', 'raha', 'yani', 'nimevutiwa', 'sana']","['dah', 'mpaka', 'raha', 'yani', 'nimevutiwa']",dah mpaka raha yani nimevutiwa
trust,Hali ya nyumbani imekaaje leo?,hali ya nyumbani imekaaje leo,"['hali', 'ya', 'nyumbani', 'imekaaje', 'leo']","['hali', 'nyumbani', 'imekaaje', 'leo']",hali nyumbani imekaaje leo
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA VODACOM NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE,habari zauko ni mimi mwenye nyumba wako mna endereaje apo nyumbani iyo namba yangu mpya ya vodacom nakumbushia kodi yangu mana naona kimya sana naomba tuwa siriane,"['habari', 'zauko', 'ni', 'mimi', 'mwenye', 'nyumba', 'wako', 'mna', 'endereaje', 'apo', 'nyumbani', 'iyo', 'namba', 'yangu', 'mpya', 'ya', 'vodacom', 'nakumbushia', 'kodi', 'yangu', 'mana', 'naona', 'kimya', 'sana', 'naomba', 'tuwa', 'siriane']","['habari', 'zauko', 'nyumba', 'wako', 'mna', 'endereaje', 'apo', 'nyumbani', 'iyo', 'namba', 'mpya', 'vodacom', 'nakumbushia', 'kodi', 'mana', 'naona', 'kimya', 'naomba', 'tuwa', 'siriane']",habari zauko nyumba wako mna endereaje apo nyumbani iyo namba mpya vodacom nakumbushia kodi mana naona kimya naomba tuwa siriane
trust,"Hiyo bidhaa uliyoagiza inapatikana sasa, unahitaji kuituma lini?",hiyo bidhaa uliyoagiza inapatikana sasa unahitaji kuituma lini,"['hiyo', 'bidhaa', 'uliyoagiza', 'inapatikana', 'sasa', 'unahitaji', 'kuituma', 'lini']","['bidhaa', 'uliyoagiza', 'inapatikana', 'unahitaji', 'kuituma', 'lini']",bidhaa uliyoagiza inapatikana unahitaji kuituma lini
trust,Tafadhali unisaidie kuandaa kikao cha familia yetu.,tafadhali unisaidie kuandaa kikao cha familia yetu,"['tafadhali', 'unisaidie', 'kuandaa', 'kikao', 'cha', 'familia', 'yetu']","['unisaidie', 'kuandaa', 'kikao', 'familia', 'yetu']",unisaidie kuandaa kikao familia yetu
trust,Nimefurahia sana jinsi ulivyosaidia kwenye kikao cha jana.,nimefurahia sana jinsi ulivyosaidia kwenye kikao cha jana,"['nimefurahia', 'sana', 'jinsi', 'ulivyosaidia', 'kwenye', 'kikao', 'cha', 'jana']","['nimefurahia', 'jinsi', 'ulivyosaidia', 'kikao', 'jana']",nimefurahia jinsi ulivyosaidia kikao jana
scam,Iyo ela tuma humu kwenye vodacom 0655251448 Jina lije ALLY ISSA,iyo ela tuma humu kwenye vodacom jina lije ally issa,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'vodacom', 'jina', 'lije', 'ally', 'issa']","['iyo', 'ela', 'tuma', 'humu', 'vodacom', 'jina', 'lije', 'ally', 'issa']",iyo ela tuma humu vodacom jina lije ally issa
scam,We need urgently Need Staff salary 120000TZS. Reach HR team at: wa.me/2550767274553.,we need urgently need staff salary tzs reach hr team at wame,"['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']","['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']",we need urgently need staff salary tzs reach hr team at wame
scam,"tigo 0E7D Imethibitishwa namba yako ya 061 ... imeshinda Tsh2,000,000.00/=million kutoka VODA OFA ilikupokea ela yako piga 0615810764 Asante",tigo ed imethibitishwa namba yako ya imeshinda tshmillion kutoka voda ofa ilikupokea ela yako piga asante,"['tigo', 'ed', 'imethibitishwa', 'namba', 'yako', 'ya', 'imeshinda', 'tshmillion', 'kutoka', 'voda', 'ofa', 'ilikupokea', 'ela', 'yako', 'piga', 'asante']","['tigo', 'ed', 'imethibitishwa', 'namba', 'yako', 'imeshinda', 'tshmillion', 'voda', 'ofa', 'ilikupokea', 'ela', 'yako', 'piga', 'asante']",tigo ed imethibitishwa namba yako imeshinda tshmillion voda ofa ilikupokea ela yako piga asante
scam,Iyo Hela itume humu kwenye vodacom 0696530433 jina lije LUKA KIMBANGU.,iyo hela itume humu kwenye vodacom jina lije luka kimbangu,"['iyo', 'hela', 'itume', 'humu', 'kwenye', 'vodacom', 'jina', 'lije', 'luka', 'kimbangu']","['iyo', 'hela', 'itume', 'humu', 'vodacom', 'jina', 'lije', 'luka', 'kimbangu']",iyo hela itume humu vodacom jina lije luka kimbangu
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0676584303 au 0676584303",karibu ujiunge na chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba na magari bila kafala piga au,"['karibu', 'ujiunge', 'na', 'chama', 'cha', 'freemason', 'ubadilishe', 'maisha', 'yakomiliki', 'malipesautajiri', 'majumba', 'na', 'magari', 'bila', 'kafala', 'piga', 'au']","['ujiunge', 'chama', 'freemason', 'ubadilishe', 'maisha', 'yakomiliki', 'malipesautajiri', 'majumba', 'magari', 'kafala', 'piga', 'au']",ujiunge chama freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari kafala piga au
scam,Basi iyo hela nitumie kwenye namba hii 0615810764 jina litakuja (JUMA SIKAREKO) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba hii jina litakuja juma sikareko ile namba usitumie laini inamatatizo,"['basi', 'iyo', 'hela', 'nitumie', 'kwenye', 'namba', 'hii', 'jina', 'litakuja', 'juma', 'sikareko', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']","['iyo', 'hela', 'nitumie', 'namba', 'hii', 'jina', 'litakuja', 'juma', 'sikareko', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']",iyo hela nitumie namba hii jina litakuja juma sikareko ile namba usitumie laini inamatatizo
scam,"IYO PESA ITUME KWENYE NAMBA HII 0698018072 JINA ITALETA LINUSI MALALO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba hii jina italeta linusi malalo nimeazima simu kwa wakala hapa laini yangu natatizo upande wa kupokea pesa asante,"['iyo', 'pesa', 'itume', 'kwenye', 'namba', 'hii', 'jina', 'italeta', 'linusi', 'malalo', 'nimeazima', 'simu', 'kwa', 'wakala', 'hapa', 'laini', 'yangu', 'natatizo', 'upande', 'wa', 'kupokea', 'pesa', 'asante']","['iyo', 'pesa', 'itume', 'namba', 'hii', 'jina', 'italeta', 'linusi', 'malalo', 'nimeazima', 'simu', 'wakala', 'hapa', 'laini', 'natatizo', 'upande', 'kupokea', 'pesa', 'asante']",iyo pesa itume namba hii jina italeta linusi malalo nimeazima simu wakala hapa laini natatizo upande kupokea pesa asante
trust,Ninaomba uniletee sukari kidogo ukitoka kazini.,ninaomba uniletee sukari kidogo ukitoka kazini,"['ninaomba', 'uniletee', 'sukari', 'kidogo', 'ukitoka', 'kazini']","['ninaomba', 'uniletee', 'sukari', 'kidogo', 'ukitoka', 'kazini']",ninaomba uniletee sukari kidogo ukitoka kazini
scam,MZEE SALOME KALUNGA tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0733822240)(0733822240),mzee salome kalunga tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga,"['mzee', 'salome', 'kalunga', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']","['mzee', 'salome', 'kalunga', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']",mzee salome kalunga tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
trust,Mimi na familia yangu tunakutakia heri na baraka tele.,mimi na familia yangu tunakutakia heri na baraka tele,"['mimi', 'na', 'familia', 'yangu', 'tunakutakia', 'heri', 'na', 'baraka', 'tele']","['familia', 'tunakutakia', 'heri', 'baraka', 'tele']",familia tunakutakia heri baraka tele
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu,ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani akipatikana nijulishe analipwa na ofisi zetu kampuni azam awe muaminifu,"['ndugu', 'naomba', 'unitafutie', 'kijana', 'awetandiboi', 'wangu', 'kwenye', 'lori', 'kulekea', 'mikoani', 'akipatikana', 'nijulishe', 'analipwa', 'na', 'ofisi', 'zetu', 'kampuni', 'azam', 'awe', 'muaminifu']","['ndugu', 'naomba', 'unitafutie', 'kijana', 'awetandiboi', 'wangu', 'lori', 'kulekea', 'mikoani', 'akipatikana', 'nijulishe', 'analipwa', 'ofisi', 'zetu', 'kampuni', 'azam', 'awe', 'muaminifu']",ndugu naomba unitafutie kijana awetandiboi wangu lori kulekea mikoani akipatikana nijulishe analipwa ofisi zetu kampuni azam awe muaminifu
scam,tuma kwenye namba hii ya m-pesa 0755896103 jina litakuja RAMATUNGU Ukituma unijulishe,tuma kwenye namba hii ya mpesa jina litakuja ramatungu ukituma unijulishe,"['tuma', 'kwenye', 'namba', 'hii', 'ya', 'mpesa', 'jina', 'litakuja', 'ramatungu', 'ukituma', 'unijulishe']","['tuma', 'namba', 'hii', 'mpesa', 'jina', 'litakuja', 'ramatungu', 'ukituma', 'unijulishe']",tuma namba hii mpesa jina litakuja ramatungu ukituma unijulishe
